source,variable,word,n,m,sd
gpt4,lexdec,affair,10,584.8,248.793891
gpt4,lexdec,aisle,10,565.5,142.537519
gpt4,lexdec,anchor,10,538.5,105.764151
gpt4,lexdec,anger,10,587.3,442.70985
gpt4,lexdec,ant,9,457,139.868688
gpt4,lexdec,applause,9,606.555556,416.963461
gpt4,lexdec,apple,9,484.333333,121.011363
gpt4,lexdec,apron,9,632.555556,413.912766
gpt4,lexdec,arson,10,558.1,145.659001
gpt4,lexdec,art,10,441.6,164.624961
gpt4,lexdec,artist,9,527.888889,449.496508
gpt4,lexdec,aspect,9,512.333333,163.932913
gpt4,lexdec,asthma,9,512.655556,115.559369
gpt4,lexdec,attempt,9,515.566667,137.454465
gpt4,lexdec,author,10,509,146.34738
gpt4,lexdec,baby,10,457,390.690557
gpt4,lexdec,balloon,8,445.625,210.015603
gpt4,lexdec,ban,9,544.977778,61.412169
gpt4,lexdec,bandage,10,556.06,182.415985
gpt4,lexdec,basket,9,571.666667,355.858118
gpt4,lexdec,battle,10,548.94,220.885874
gpt4,lexdec,bead,10,602.58,202.599407
gpt4,lexdec,beer,8,372.375,173.614464
gpt4,lexdec,beggar,9,648.777778,292.975587
gpt4,lexdec,belief,10,417,153.272452
gpt4,lexdec,bitch,10,700.42,282.401974
gpt4,lexdec,blame,9,447,159.628475
gpt4,lexdec,bliss,10,616.33,418.31907
gpt4,lexdec,blister,8,565.875,149.780256
gpt4,lexdec,blood,9,511.222222,127.045049
gpt4,lexdec,blouse,10,492,150.810403
gpt4,lexdec,boast,10,488.13,181.669701
gpt4,lexdec,bondage,9,595.333333,484.226187
gpt4,lexdec,bonnet,10,473.5,139.596442
gpt4,lexdec,bounce,9,569.888889,328.464779
gpt4,lexdec,bowel,9,486.655556,181.733851
gpt4,lexdec,bowl,10,438.8,117.158772
gpt4,lexdec,bracket,9,667.144444,444.892698
gpt4,lexdec,breakfast,10,448.2,128.83564
gpt4,lexdec,breast,10,536.81,104.877838
gpt4,lexdec,bulge,9,492.222222,170.808941
gpt4,lexdec,button,10,542.2,129.89979
gpt4,lexdec,camp,9,443.911111,155.705559
gpt4,lexdec,cancer,8,405.125,153.710709
gpt4,lexdec,candle,10,629.63,347.340358
gpt4,lexdec,candy,9,472.555556,145.964988
gpt4,lexdec,canoe,8,414.125,178.582064
gpt4,lexdec,carcass,9,555.844444,200.173594
gpt4,lexdec,caress,9,490.888889,141.772216
gpt4,lexdec,carpet,9,451.555556,184.764114
gpt4,lexdec,carriage,10,519.3,169.81431
gpt4,lexdec,castle,10,558.2,158.67703
gpt4,lexdec,cattle,10,542.63,250.691027
gpt4,lexdec,caution,9,484.122222,164.111652
gpt4,lexdec,cease,10,463,180.250443
gpt4,lexdec,ceiling,9,494.666667,163.0851
gpt4,lexdec,chauffeur,9,637.666667,132.400906
gpt4,lexdec,chest,10,457.1,206.213185
gpt4,lexdec,chew,10,475.2,126.755057
gpt4,lexdec,child,8,435.25,144.866194
gpt4,lexdec,chord,10,707.8,413.39134
