source,variable,word,n,m,sd
gpt35,lexdec,affair,10,531.6,109.462525
gpt35,lexdec,aisle,10,489.1,109.478004
gpt35,lexdec,anchor,10,535.3,123.436938
gpt35,lexdec,anger,10,448.6,106.909307
gpt35,lexdec,ant,10,336.2,61.040606
gpt35,lexdec,applause,10,506.2,137.63785
gpt35,lexdec,apple,10,390.6,72.432651
gpt35,lexdec,apron,10,494.8,104.592118
gpt35,lexdec,arson,10,511.6,117.417773
gpt35,lexdec,art,10,405.8,97.483674
gpt35,lexdec,artist,10,479.6,122.193108
gpt35,lexdec,aspect,10,468.6,128.770424
gpt35,lexdec,asthma,10,505.5,130.637114
gpt35,lexdec,attempt,10,440.5,94.870965
gpt35,lexdec,author,10,497.3,90.393031
gpt35,lexdec,baby,10,373.2,104.197249
gpt35,lexdec,balloon,10,495.4,119.076259
gpt35,lexdec,ban,10,395.7,87.968492
gpt35,lexdec,bandage,10,449.7,104.297704
gpt35,lexdec,basket,10,478.4,79.287382
gpt35,lexdec,battle,10,545.2,79.115668
gpt35,lexdec,bead,10,432.7,56.326528
gpt35,lexdec,beer,10,422.4,119.252487
gpt35,lexdec,beggar,10,533,94.913996
gpt35,lexdec,belief,10,495,138.209985
gpt35,lexdec,bitch,10,495.9,130.108886
gpt35,lexdec,blame,10,429.4,121.828842
gpt35,lexdec,bliss,10,452.3,122.868539
gpt35,lexdec,blister,10,506.9,133.336208
gpt35,lexdec,blood,10,438.8,105.284588
gpt35,lexdec,blouse,10,479.1,96.620046
gpt35,lexdec,boast,10,455.8,145.148047
gpt35,lexdec,bondage,10,587.2,160.154647
gpt35,lexdec,bonnet,10,463.8,109.238577
gpt35,lexdec,bounce,10,444.6,104.888512
gpt35,lexdec,bowel,10,452.9,125.87688
gpt35,lexdec,bowl,10,442.8,103.472809
gpt35,lexdec,bracket,10,444.2,136.589246
gpt35,lexdec,breakfast,10,523.6,151.99576
gpt35,lexdec,breast,10,543.2,107.000312
gpt35,lexdec,bulge,10,426,91.485275
gpt35,lexdec,button,10,434.2,91.191861
gpt35,lexdec,camp,10,361.3,59.08948
gpt35,lexdec,cancer,10,504.1,93.456407
gpt35,lexdec,candle,10,462.6,125.773341
gpt35,lexdec,candy,10,471.9,107.361746
gpt35,lexdec,canoe,10,441.5,102.363459
gpt35,lexdec,carcass,10,470.4,126.122692
gpt35,lexdec,caress,10,492.4,113.688854
gpt35,lexdec,carpet,10,476.5,97.670933
gpt35,lexdec,carriage,10,468.3,109.238831
gpt35,lexdec,castle,10,552.2,141.587664
gpt35,lexdec,cattle,10,515.4,114.296107
gpt35,lexdec,caution,10,439,95.913155
gpt35,lexdec,cease,10,461.3,131.044564
gpt35,lexdec,ceiling,10,481.7,105.882587
gpt35,lexdec,chauffeur,10,568.6,170.793052
gpt35,lexdec,chest,10,472.7,115.950229
gpt35,lexdec,chew,10,396.5,95.188993
gpt35,lexdec,child,10,414.5,83.322999
gpt35,lexdec,chord,10,488.4,99.870138
gpt35,lexdec,circuit,10,453.1,130.701909
gpt35,lexdec,city,10,379.5,125.852868
gpt35,lexdec,class,10,424.9,91.315631
gpt35,lexdec,clergy,10,486.3,106.759387
gpt35,lexdec,cloak,10,462.5,95.044142
gpt35,lexdec,closure,10,533.7,115.918602
gpt35,lexdec,clover,10,477.8,98.803734
gpt35,lexdec,coffin,10,551.4,147.677727
gpt35,lexdec,column,10,479.7,120.699857
gpt35,lexdec,comb,10,399.8,102.299995
gpt35,lexdec,compass,10,524,107.401635
gpt35,lexdec,complex,10,515.3,132.94531
gpt35,lexdec,concept,10,470.6,88.233529
gpt35,lexdec,consent,10,520.1,140.911674
gpt35,lexdec,console,10,530.3,122.59332
gpt35,lexdec,contempt,10,539.4,141.64996
gpt35,lexdec,context,10,539,142.827791
gpt35,lexdec,contract,10,468.3,103.800075
gpt35,lexdec,costume,10,496.8,139.30526
gpt35,lexdec,cottage,10,538.7,90.413925
gpt35,lexdec,cotton,10,424.8,106.674791
gpt35,lexdec,couch,10,450.4,98.128261
gpt35,lexdec,cough,10,456.2,102.391189
gpt35,lexdec,county,10,519.7,145.283669
gpt35,lexdec,courage,10,439.2,90.009629
gpt35,lexdec,crab,10,469.8,128.120429
gpt35,lexdec,cricket,10,520.5,111.252715
gpt35,lexdec,crisis,10,509.1,154.999964
gpt35,lexdec,crude,10,429.5,108.231491
gpt35,lexdec,crystal,10,503.6,129.632986
gpt35,lexdec,cuddle,10,488,152.51958
gpt35,lexdec,culture,10,515.2,126.199842
gpt35,lexdec,cure,10,479,105.902471
gpt35,lexdec,curtain,10,532.4,126.625607
gpt35,lexdec,cushion,10,485.5,133.631542
gpt35,lexdec,dance,10,413.3,106.717748
gpt35,lexdec,dandruff,10,568,141.656078
gpt35,lexdec,dare,10,432.9,111.824714
gpt35,lexdec,date,10,348.1,68.954816
gpt35,lexdec,delight,10,474.8,121.259868
gpt35,lexdec,desert,10,464.4,91.699025
gpt35,lexdec,despair,10,504.6,150.4203
gpt35,lexdec,dessert,10,481.7,123.37031
gpt35,lexdec,device,10,502.9,108.137207
gpt35,lexdec,dinner,10,414.8,81.888542
gpt35,lexdec,disgust,10,453.8,138.306262
gpt35,lexdec,doctor,10,465.7,103.053438
gpt35,lexdec,doctrine,10,572.5,97.611759
gpt35,lexdec,donkey,10,495.7,104.771763
gpt35,lexdec,doom,10,431.8,121.712594
gpt35,lexdec,doubt,10,484.2,110.332628
gpt35,lexdec,dread,10,537.7,104.823714
gpt35,lexdec,duty,10,420.2,117.63484
gpt35,lexdec,ease,10,439.6,93.989598
gpt35,lexdec,employ,10,542.6,164.239121
gpt35,lexdec,escort,10,447.3,87.339758
gpt35,lexdec,essence,10,501.2,138.323132
gpt35,lexdec,excuse,10,497.4,150.445413
gpt35,lexdec,faith,10,423.1,103.98018
gpt35,lexdec,fame,10,423.7,100.031162
gpt35,lexdec,farewell,10,520.4,161.469777
gpt35,lexdec,fault,10,402.7,84.227272
gpt35,lexdec,feat,10,405.7,102.120898
