source,variable,word,n,m,sd
gem15,aoa,affair,10,6.1,0.210819
gem15,aoa,aisle,10,4.75,0.353553
gem15,aoa,anchor,10,4.55,0.437798
gem15,aoa,anger,10,3.55,0.497214
gem15,aoa,ant,10,2.5,0.471405
gem15,aoa,applause,10,5.05,0.283823
gem15,aoa,apple,10,1.85,0.241523
gem15,aoa,apron,10,4,0.57735
gem15,aoa,arson,10,6.3,0.421637
gem15,aoa,art,10,4.15,0.783511
gem15,aoa,artist,10,5.3,0.586894
gem15,aoa,aspect,10,5.7,0.483046
gem15,aoa,asthma,10,5.75,0.424918
gem15,aoa,attempt,10,4.5,0.471405
gem15,aoa,author,10,5.65,0.783511
gem15,aoa,baby,10,1.1,0.210819
gem15,aoa,balloon,10,2.75,0.263523
gem15,aoa,ban,10,4.35,1.106797
gem15,aoa,bandage,10,4.25,0.424918
gem15,aoa,basket,10,2.75,0.424918
gem15,aoa,battle,10,4.05,0.283823
gem15,aoa,bead,10,3.25,0.353553
gem15,aoa,beer,10,4.55,0.724569
gem15,aoa,beggar,10,5,0.333333
gem15,aoa,belief,10,4.9,0.394405
gem15,aoa,bitch,10,5.5,0.666667
gem15,aoa,blame,10,4.35,0.529675
gem15,aoa,bliss,10,5,0.408248
gem15,aoa,blister,10,4.45,0.497214
gem15,aoa,blood,10,2.85,0.529675
gem15,aoa,blouse,10,4.05,0.550252
gem15,aoa,boast,10,4.8,0.421637
gem15,aoa,bondage,10,6.35,0.241523
gem15,aoa,bonnet,10,3.7,0.349603
gem15,aoa,bounce,10,2.55,0.368932
gem15,aoa,bowel,10,5.7,0.537484
gem15,aoa,bowl,10,2.75,0.540062
gem15,aoa,bracket,10,5.05,0.283823
gem15,aoa,breakfast,10,3.25,0.353553
gem15,aoa,breast,10,2.95,0.598609
gem15,aoa,bulge,10,4.85,0.529675
gem15,aoa,button,10,2.95,0.158114
gem15,aoa,camp,10,3.25,0.589256
gem15,aoa,cancer,10,5.9,0.316228
gem15,aoa,candle,10,2.9,0.316228
gem15,aoa,candy,10,2.1,0.316228
gem15,aoa,canoe,10,4.2,0.421637
gem15,aoa,carcass,10,6.05,0.158114
gem15,aoa,caress,10,4.65,0.474342
gem15,aoa,carpet,10,3.2,0.71492
gem15,aoa,carriage,10,4.2,0.421637
gem15,aoa,castle,10,3.95,0.497214
gem15,aoa,cattle,10,3.8,0.483046
gem15,aoa,caution,10,4.6,0.394405
gem15,aoa,cease,10,5.25,0.424918
gem15,aoa,ceiling,10,3.65,0.474342
gem15,aoa,chauffeur,10,6.25,0.263523
gem15,aoa,chest,10,2.9,0.658281
gem15,aoa,chew,10,2.15,0.241523
gem15,aoa,child,10,1.7,0.421637
gem15,aoa,chord,10,5.15,0.337474
gem15,aoa,circuit,10,5.6,0.459468
gem15,aoa,city,10,3.35,0.579751
gem15,aoa,class,10,3.6,0.567646
gem15,aoa,clergy,10,6.1,0.394405
gem15,aoa,cloak,10,4.6,0.459468
gem15,aoa,closure,10,5.9,0.394405
gem15,aoa,clover,10,4.05,0.158114
gem15,aoa,coffin,10,5.25,0.424918
gem15,aoa,column,10,4.85,0.529675
gem15,aoa,comb,10,2.65,0.337474
gem15,aoa,compass,10,4.85,0.241523
gem15,aoa,complex,10,5.95,0.158114
