source,variable,word,n,m,sd
gem20,lexdec,affair,10,603,111.780539
gem20,lexdec,aisle,10,584.3,108.422066
gem20,lexdec,anchor,10,600.4,70.11451
gem20,lexdec,anger,10,548.7,24.917865
gem20,lexdec,ant,10,507.5,35.286919
gem20,lexdec,applause,10,607.4,25.794918
gem20,lexdec,apple,10,573.7,87.958387
gem20,lexdec,apron,10,578,23.589075
gem20,lexdec,arson,10,590.8,72.189257
gem20,lexdec,art,10,520.3,80.198434
gem20,lexdec,artist,10,571.3,50.24396
gem20,lexdec,aspect,10,632.1,123.147112
gem20,lexdec,asthma,10,627,41.039277
gem20,lexdec,attempt,10,588.8,27.247018
gem20,lexdec,author,10,585.6,88.145335
gem20,lexdec,baby,10,525.1,13.916018
gem20,lexdec,balloon,10,588.1,39.073862
gem20,lexdec,ban,10,494.3,29.966834
gem20,lexdec,bandage,10,654.2,132.118465
gem20,lexdec,basket,10,567.9,48.303324
gem20,lexdec,battle,10,552.9,19.052267
gem20,lexdec,bead,10,536,42.489214
gem20,lexdec,beer,10,519.6,18.34969
gem20,lexdec,beggar,10,584.7,31.637004
gem20,lexdec,belief,10,572.9,36.522292
gem20,lexdec,bitch,10,577.2,63.213571
gem20,lexdec,blame,10,604.3,125.277514
gem20,lexdec,bliss,10,530.6,22.770351
gem20,lexdec,blister,10,595.5,20.375639
gem20,lexdec,blood,10,517.1,15.595227
gem20,lexdec,blouse,10,591.5,52.593303
gem20,lexdec,boast,10,569,28.079253
gem20,lexdec,bondage,10,630.5,57.737432
gem20,lexdec,bonnet,10,596.4,42.460962
gem20,lexdec,bounce,10,551.8,20.858252
gem20,lexdec,bowel,10,585.8,30.502459
gem20,lexdec,bowl,10,535.2,50.718833
gem20,lexdec,bracket,10,615.8,35.881905
gem20,lexdec,breakfast,10,671.7,129.616571
gem20,lexdec,breast,10,598.8,72.963918
gem20,lexdec,bulge,10,576.1,108.765242
gem20,lexdec,button,10,564.6,92.170374
gem20,lexdec,camp,10,544.3,81.322472
gem20,lexdec,cancer,10,585,41.729286
gem20,lexdec,candle,10,564.6,21.940323
gem20,lexdec,candy,10,540.6,18.968981
gem20,lexdec,canoe,10,579.5,61.348277
gem20,lexdec,carcass,10,623.8,22.528007
gem20,lexdec,caress,10,595,34.467376
gem20,lexdec,carpet,10,555.4,21.072362
gem20,lexdec,carriage,10,609,28.955905
gem20,lexdec,castle,10,577.7,27.235802
gem20,lexdec,cattle,10,567.6,35.431311
gem20,lexdec,caution,10,613.6,37.301177
