source,word,auditory,gustatory,haptic,interoceptive,olfactory,visual
lanc,COUNCILWOMAN,3.5625,0,0.1875,0.375,0.0625,4.25
lanc,COUNTDOWN,3.263157895,0.210526316,0.210526316,0.842105263,0.157894737,3.684210526
lanc,COUNTERACTION,1.894736842,0.315789474,1.105263158,1.157894737,0.210526316,3.473684211
lanc,COUNTERFEIT,1.052631579,0.473684211,2.157894737,0.894736842,0.473684211,3.736842105
lanc,COUNTERREVOLUTION,1.533333333,0,0.466666667,0.733333333,0.066666667,2.933333333
lanc,COUNTERSTRIKE,2.526315789,0.578947368,1.368421053,0.736842105,0.421052632,3.631578947
lanc,CRATER,0.695652174,0.347826087,1.043478261,0.739130435,0.608695652,3.565217391
lanc,CREDITABLY,2.25,0,0,1.6875,0.0625,2.5
lanc,CRESTED,0.277777778,0.222222222,1.277777778,0.555555556,0.222222222,2.277777778
lanc,CREWLESS,0.894736842,0.157894737,0.157894737,0.421052632,0,3.210526316
lanc,CRIMINALIZE,2.3,0.2,0.2,0.5,0.15,2.1
lanc,CRISP,2.2,2.4,3.15,0.8,0.7,1.95
lanc,CRUCIFIX,0.888888889,0,1.722222222,1,0,3.777777778
lanc,CRUISE,2.1875,0.3125,0.5625,1.125,0.9375,3.625
lanc,CRUNCH,4.05,1.2,1.9,1.3,0.05,1.55
lanc,CURATOR,2.111111111,0.222222222,0.944444444,0.388888889,0.222222222,4
lanc,CURIOSITY,2.368421053,0.947368421,1.526315789,3.473684211,1.157894737,2.894736842
lanc,CURVE BALL,1.043478261,0.217391304,1.739130435,0.695652174,0.173913043,3.739130435
lanc,DANCEFLOOR,1.388888889,0,2.222222222,0.388888889,0.277777778,4.277777778
lanc,DANGEROUS,2.05,0.2,1,3.2,0.75,3.35
lanc,DEAD ON,2.047619048,0.80952381,1.142857143,1.19047619,0.80952381,2.476190476
lanc,DECAFFEINATE,0.608695652,2.47826087,0.52173913,1.913043478,1.217391304,1.260869565
lanc,DECIPHERER,1.947368421,0.526315789,0.894736842,1.210526316,0.684210526,2.157894737
lanc,DEEPENING,1.95,0.75,1.7,1.85,0.85,2.55
lanc,DEFORMITY,0.368421053,0.052631579,1.526315789,1.421052632,0,3.473684211
lanc,DEPLORED,1.733333333,0,0.2,1.6,0,2
lanc,DEPLOY,1.705882353,0,1,0.647058824,0.235294118,3.470588235
lanc,DEVILISHNESS,2.25,0.5,0.85,1.95,0.6,2.65
lanc,DEW,0.176470588,0.529411765,3.294117647,0.411764706,0.882352941,3.882352941
lanc,DIFFUSIBLE,1.210526316,0.263157895,1.157894737,0.947368421,0.421052632,2.473684211
lanc,DILIGENCE,2,0.65,1.25,1.85,0.75,2.55
lanc,DINNERTIME,2.166666667,3.555555556,0.722222222,1.777777778,3.277777778,3.444444444
lanc,DIRECTIONALITY,1.176470588,0,0.823529412,1,0.058823529,2
lanc,DISCOMBOBULATE,1.333333333,0.133333333,0.666666667,2.533333333,0.333333333,2.6
lanc,DISCONTINUOUSLY,1.538461538,0.230769231,0.769230769,0.846153846,0.230769231,2.769230769
lanc,DISHEVELMENT,0.75,0.25,0.875,1.3125,0.3125,2.6875
lanc,DISILLUSION,2,0.3,0.5,2.6,0.3,2.5
lanc,DISORDERED,1.631578947,0.526315789,1.105263158,0.842105263,0.368421053,4.052631579
lanc,DISTANCE,1.761904762,0.714285714,1.428571429,1.285714286,0.571428571,3.19047619
lanc,DIVULGENCE,2.388888889,1.277777778,1,2.222222222,0.944444444,2
lanc,DOMINATIVE,2.117647059,0.235294118,0.352941176,1.823529412,0.235294118,2.588235294
lanc,DOUBLED,1.227272727,0.272727273,1.227272727,0.909090909,0.454545455,2.863636364
lanc,DREAMFUL,1,0.333333333,0.666666667,3.066666667,0.266666667,2.2
lanc,DRINKING WATER,0.473684211,4.315789474,1.684210526,2.736842105,0.473684211,2.421052632
lanc,DRUNKENNESS,1.956521739,1.47826087,1.130434783,3.347826087,1.956521739,2.956521739
lanc,DUFFEL BAG,0.684210526,0.421052632,3.421052632,0.315789474,0.473684211,3.947368421
lanc,DUNCE,2,0,0.1875,1.0625,0,2.25
lanc,EERILY,2.3,0.05,1,2.75,0.4,2.65
lanc,ELECTROMAGNET,1.058823529,0.058823529,2.294117647,0.764705882,0.117647059,3.764705882
lanc,ELFISH,1.933333333,0.733333333,1.2,1.2,0.6,3.066666667
lanc,ENCHILADA,0.684210526,4.473684211,1.894736842,0.789473684,3.421052632,3.578947368
lanc,ENGINE,4,0.368421053,2.105263158,0.789473684,1.157894737,3.684210526
lanc,ENLISTMENT,1.681818182,0.363636364,0.363636364,1.136363636,0.363636364,2.272727273
lanc,ENSEMBLE,1.45,0.55,1.55,0.85,0.75,3.2
lanc,ERRANTLY,1.529411765,0.294117647,0.470588235,1.176470588,0.352941176,2
lanc,ETHOLOGICAL,2.25,0.5,0.5,0.416666667,0.666666667,3.333333333
lanc,EVILDOING,2.733333333,0.066666667,0.733333333,1.933333333,0.066666667,3.666666667
lanc,EXECUTIONER,1.1,0,0.85,1,0.05,3.35
lanc,EXPORTABLE,1.052631579,0.842105263,1.210526316,1.105263158,0.578947368,2.842105263
lanc,EYE STRAIN,0.125,0,0.3125,3.6875,0,3.125
lanc,FACE POWDER,0.157894737,0.157894737,2.631578947,0.368421053,1.105263158,3.157894737
lanc,FALSEHEARTED,1.5,0.611111111,1.111111111,2.166666667,0.833333333,1.722222222
lanc,FAMILIAR,2.555555556,1.833333333,2,2,1.833333333,3
lanc,FLEABAG,0.5,0.0625,1.375,0.375,0.5625,2.8125
lanc,FLIMFLAM,2,0.928571429,1.357142857,1.214285714,0.714285714,2.285714286
lanc,FLIRTER,3.222222222,0.222222222,0.888888889,1.277777778,0.277777778,2.944444444
lanc,FLOTATION,0.789473684,0.210526316,2.578947368,1.210526316,0.263157895,4.263157895
lanc,FLOURLESS,1.315789474,2.684210526,1.368421053,1.105263158,1.263157895,2.368421053
lanc,FOOD ADDITIVE,0.454545455,3.545454545,0.590909091,1.181818182,1.727272727,2.090909091
lanc,FORECLOSE,2,0,0.157894737,0.684210526,0,2.526315789
lanc,FOUNTAIN,3.166666667,0.555555556,2.277777778,0.333333333,0.277777778,4.5
lanc,FRAGILE,0.833333333,0.055555556,3.833333333,0.333333333,0.222222222,3.666666667
lanc,FRICTIONLESS,0.833333333,0.333333333,2.944444444,0.611111111,0.055555556,1.888888889
lanc,FRIVOLOUSNESS,2.222222222,0.388888889,0.611111111,2.055555556,0.333333333,3.222222222
lanc,FRUIT,0.473684211,4.631578947,3.105263158,0.736842105,3.105263158,4.421052632
lanc,FRUSTRATED,2.130434783,0.391304348,0.782608696,3.304347826,0.47826087,2.130434783
lanc,GANJA,0.833333333,2.5,2.083333333,2.833333333,3.416666667,3.083333333
lanc,GLISTENING,0.176470588,0,0.470588235,0.470588235,0,4.411764706
lanc,GOLF CART,2,0,1.823529412,0.117647059,0.058823529,4.411764706
lanc,GOOD HEALTH,0.9375,0.5,1,3.5,0.5,3.25
lanc,GRANULATOR,1.6,0.333333333,1,0.533333333,0.466666667,3.066666667
lanc,GRAVY,0.857142857,4,1.80952381,1,2.952380952,3.476190476
lanc,GRUMBLING,3.666666667,0.166666667,0.277777778,1.444444444,0.166666667,1.222222222
lanc,HAMMERER,4.066666667,0,1.466666667,0.466666667,0.266666667,4
lanc,HEARTHSTONE,0.4,0,2.266666667,0.4,0.2,3.533333333
lanc,HEROINE,1.666666667,1.095238095,1.952380952,2.380952381,0.714285714,3
lanc,HIBERNATE,0.555555556,0.055555556,0.222222222,2.055555556,0.277777778,3.388888889
lanc,HIGH WIND,3.15,0,2.35,1.15,0.4,2.8
lanc,HILLINESS,0.3125,0.1875,0.8125,0.8125,0.0625,3.875
lanc,HOMOGENIZE,0.416666667,1.333333333,0.166666667,0.833333333,0.583333333,2.75
lanc,HOSPITABLE,3.176470588,0,0.235294118,2.411764706,0.235294118,3.411764706
lanc,HOUSECOAT,0.166666667,0,2.666666667,0.333333333,0.111111111,3.444444444
lanc,IMMEDIATE,1.3125,0.25,0.375,2.125,0.3125,2.75
lanc,IMPERSONATE,2.772727273,0.318181818,0.818181818,1.136363636,0.636363636,3.681818182
lanc,IMPETUOUS,1.769230769,0,0.384615385,2.230769231,0.153846154,2.384615385
lanc,IMPLEMENTAL,1.857142857,0,0.5,0.571428571,0.285714286,2.928571429
lanc,INAPPROPRIATENESS,3,0,0.8,1.8,0.333333333,3.933333333
lanc,INARGUABLY,2.4,0.1,0.1,1.25,0.05,1.15
lanc,INATTENTION,2,0.684210526,1.157894737,1.631578947,0.842105263,2.631578947
lanc,INCONCLUSIVENESS,2.3125,0.125,0.1875,1.4375,0.25,1.6875
lanc,INCONGRUENCE,1.777777778,0.5,1.166666667,1,0.388888889,2.055555556
lanc,INDISPOSE,1.5,0.5,0.611111111,1.611111111,0.611111111,1.944444444
lanc,INFORM,3.5,0.666666667,1.166666667,1.222222222,0.666666667,1.833333333
lanc,INHALATION,1.222222222,0.777777778,0.888888889,3.055555556,1.611111111,0.722222222
lanc,INJECTOR,0.444444444,0,2.388888889,1,0,2.333333333
lanc,INNOVATE,1.333333333,0,0.333333333,1.166666667,0.055555556,2.5
lanc,INSTRUMENT PANEL,1.238095238,0.523809524,2.428571429,0.80952381,0.571428571,3.285714286
lanc,INSULATING,0.722222222,0,1.777777778,0.555555556,0.055555556,2.388888889
lanc,INTEREST RATE,1.4,0,0.3,0.15,0,3.7
lanc,INTERIM,1,0,0,0.529411765,0,1.411764706
lanc,INTERNATIONALIST,1.368421053,0.421052632,0.315789474,0.736842105,0.210526316,2.315789474
lanc,INTRUSIVELY,2.210526316,0.842105263,1.315789474,1.789473684,0.631578947,2.473684211
lanc,INTUITIONAL,1.611111111,0.666666667,0.722222222,3.444444444,0.333333333,2
lanc,INTUITIVELY,1,0.176470588,0.117647059,3.882352941,0.235294118,0.823529412
lanc,INVARIABLENESS,1.375,0.375,0.75,1.3125,0.3125,2.125
lanc,INVENTIVE,1.75,0.35,0.9,0.95,0.15,2.75
lanc,IRRELEVANCY,2.333333333,0.761904762,0.761904762,1.714285714,0.666666667,2.285714286
lanc,IRREVOCABLE,1.411764706,0.294117647,0.470588235,1.352941176,0.117647059,1.294117647
lanc,JACKHAMMER,3.5,0,2.833333333,0.611111111,0.166666667,3.833333333
lanc,JAGGEDNESS,0.15,0.15,4.25,0.5,0.05,3.45
lanc,JUSTIFIABLENESS,1.928571429,0,0,1.714285714,0,1.714285714
lanc,KNEED,0.7,0.25,3.25,1.3,0.45,2.8
lanc,LAPSING,2.176470588,0.411764706,0.764705882,1.529411765,0.411764706,3.235294118
lanc,LARCENIST,1.090909091,0.090909091,0.727272727,0.727272727,0.272727273,4.181818182
lanc,LATCHING,1.875,0.0625,3.25,0.25,0.25,3.625
lanc,LEPRECHAUN,1.722222222,0,0.722222222,0.222222222,0.055555556,3.333333333
lanc,LICENSEE,0.25,0,0.5625,0.4375,0,2.5
lanc,LIP,0.647058824,1.470588235,2.941176471,1.176470588,0.352941176,2.941176471
lanc,LIST,1.1875,0,0.6875,0.4375,0,4.4375
lanc,LONGTIME,1.0625,0,0.3125,2.5625,0.3125,1.6875
lanc,LOSE,1.333333333,0,0.277777778,2.277777778,0.055555556,2.444444444
lanc,LOW KEY,1.375,0,0.5,1.5625,0,3
lanc,MACHINELIKE,2.5,0.5,2,1.272727273,0.909090909,3.409090909
lanc,MAIL,0.55,0,2.65,0.15,0.1,4.3
lanc,MANGLE,1.066666667,0.066666667,2,1.266666667,0.2,3.466666667
lanc,MANIFESTO,1.176470588,0.294117647,0.294117647,0.588235294,0.058823529,1.764705882
lanc,MEDIATE,3.5,0,0.25,1.35,0.1,2.4
lanc,MENOPAUSAL,0.823529412,0,0.117647059,3.647058824,0.294117647,0.823529412
lanc,METH,1.117647059,2.294117647,1.882352941,3.176470588,2.294117647,3.411764706
lanc,MICROBREW,0.375,3.4375,1,0.8125,1.8125,2.5
lanc,MISCELLANEOUS,1.666666667,0,0.277777778,0.611111111,0,1.722222222
lanc,MODERATION,1.470588235,0.352941176,0.588235294,1.529411765,0.117647059,2.647058824
lanc,MONOCHROME,0.466666667,0.6,0.933333333,0.866666667,0.666666667,3.533333333
lanc,MONOGAMIST,1.333333333,0,0.133333333,1.266666667,0.066666667,3
lanc,MUCKINESS,1.1875,0.375,2.4375,0.9375,1.8125,4.1875
lanc,MUNCHKIN,1,0.588235294,1.764705882,0.294117647,0.529411765,4
lanc,MYSTICAL,1.9375,0.1875,0.625,2,0.25,3
lanc,MYSTICALLY,1.466666667,0,0.533333333,2.066666667,0.066666667,2.933333333
lanc,NEGATIVE,2.4375,0.625,0.5625,2.6875,0.625,3
lanc,NEUROPSYCHIATRIC,1.941176471,0.352941176,0.882352941,2.411764706,0.235294118,2.588235294
lanc,NEWSREEL,2.05,0.55,1.25,0.85,0.65,3.05
lanc,NIGHT SHIFT,1.15,0.2,0.15,0.8,0.15,2.15
lanc,NIGHTSHIFT,0.842105263,0.210526316,0.368421053,1.210526316,0.368421053,3
lanc,NONUNION,2,0.5625,0.8125,1.3125,0.4375,2.9375
lanc,NOTEPAD,0.315789474,0,3.210526316,0,0.052631579,3.947368421
lanc,NUTRITIOUS,1.19047619,2.666666667,1.285714286,1.761904762,1.761904762,2.428571429
lanc,ORDEAL,2.266666667,0,0.333333333,1.666666667,0.066666667,3.066666667
lanc,OUTDATE,1,0.277777778,0.666666667,0.833333333,0.277777778,2.444444444
lanc,OUTRAGEOUSLY,2.25,0.2,0.55,1.6,0.25,2.7
lanc,OUTSTAND,1.647058824,0.235294118,0.588235294,1.058823529,0.176470588,2.058823529
lanc,OVAL,0.222222222,0,1.444444444,0.055555556,0.111111111,4.611111111
lanc,OVENWARE,0.4,0.066666667,3.533333333,0.333333333,0.066666667,3.933333333
lanc,OVERCOMPENSATE,1.166666667,0.111111111,0.833333333,1.611111111,0.222222222,2.055555556
lanc,OVEREAGER,1.944444444,0,0.111111111,2.166666667,0,2.444444444
lanc,OVEREXTENSION,0.777777778,0.055555556,1.277777778,2.5,0,1.944444444
lanc,PACED,0.894736842,0,0.368421053,1.052631579,0,2.894736842
lanc,PAD,0.111111111,0.222222222,2.444444444,0.444444444,0.166666667,2.055555556
lanc,PAINS,0.888888889,0,1.666666667,4.666666667,0,1
lanc,PARATROOPS,0.615384615,0,0.153846154,0.461538462,0.153846154,4
lanc,PASTA,0.25,5,2.3125,0.5625,3.375,3.6875
lanc,PASTIME,1.277777778,0.333333333,0.777777778,1.055555556,0.222222222,1.555555556
lanc,PATTERNED,1.368421053,0.421052632,1.473684211,0.368421053,0.315789474,3.789473684
lanc,PEACEMAKER,3.388888889,0.111111111,1.222222222,0.888888889,0.111111111,3.555555556
lanc,PEDIATRICIAN,2.25,0,0.85,0.2,0.05,3.7
lanc,PERCUSSION,4.705882353,0,1.705882353,1.529411765,0,2.588235294
lanc,PHONE COMPANY,2.6875,0,0.25,0.0625,0,3
lanc,PHONETICALLY,3.375,0.6875,0.8125,1.0625,0.875,2.1875
lanc,PHOTOENGRAVING,1,0.631578947,1.894736842,0.736842105,0.842105263,3.684210526
lanc,PIE,0.739130435,4.043478261,1.913043478,1.391304348,3.52173913,3.608695652
lanc,PINE,0.333333333,0.277777778,2.611111111,0.277777778,3.888888889,4.388888889
lanc,PLAINTIFF,2.888888889,0.055555556,1.111111111,0.222222222,0.277777778,3.444444444
lanc,POKER GAME,2.3125,0.0625,2.25,0.8125,0.1875,4.4375
lanc,POLLUTER,1.263157895,0.578947368,0.894736842,0.894736842,2.526315789,4.263157895
lanc,POMPOM,0.888888889,0,3,0.111111111,0,4.5
lanc,PONTOON,0.733333333,0.066666667,1.2,0.2,0.066666667,3.4
lanc,POOCH,3,0.466666667,3.066666667,0.666666667,1.4,3.8
lanc,POSTING,0.578947368,0.263157895,1.105263158,0.736842105,0.263157895,2.210526316
lanc,POTHOOK,0.357142857,0.142857143,1.642857143,0.214285714,0.214285714,2.714285714
lanc,PREGNANCY,1,0.25,2.375,3.1875,0.25,4.375
lanc,PRETENSE,1.647058824,0,0,0.823529412,0,1.588235294
lanc,PRICKLING,0.736842105,0.473684211,2.421052632,2.263157895,0.421052632,1.473684211
lanc,PROCLAMATION,3.869565217,0.260869565,0.47826087,0.565217391,0.173913043,2
lanc,PRODUCTIVENESS,2.055555556,0,0.666666667,1.833333333,0,3.277777778
lanc,PROPHYLACTIC,0.333333333,0.266666667,1.933333333,1.2,0.333333333,2.533333333
lanc,PUNITIVE,1.8,0,0.333333333,1.2,0,2.6
lanc,PUT OFF,1.590909091,0.590909091,0.590909091,1.863636364,0.5,2.090909091
lanc,PYROTECHNICAL,2.705882353,0.705882353,1.176470588,1.294117647,1.352941176,3.823529412
lanc,RAKING,2.052631579,0.210526316,3.315789474,0.789473684,0.473684211,3.526315789
lanc,REDELIVERY,1.277777778,0,1,0.055555556,0.222222222,3.444444444
lanc,REDNECK,3.777777778,0.111111111,1.555555556,0.5,0.888888889,3.888888889
lanc,REFLEX,1.45,0.75,1.9,3.15,0.8,2.7
lanc,REFRESHMENT,1.434782609,3.956521739,1.869565217,2.565217391,2,2.391304348
lanc,REGIONAL,0.875,0.5,0.5,1.1875,0.25,3.0625
lanc,REGULATED,1.8125,0.5,0.625,1.0625,0.4375,2.75
lanc,REPORTABLE,2.684210526,0.263157895,0.315789474,0.263157895,0.105263158,2.842105263
lanc,REPUTED,2.470588235,0,0.352941176,0.764705882,0,1.588235294
lanc,RESTFUL,1.105263158,0.368421053,1,4.210526316,0.210526316,2.315789474
lanc,RESULTANT,1.083333333,0,0.083333333,0.5,0,1.833333333
lanc,REVOKE,2.75,0,0.5625,0.875,0.25,2.8125
lanc,RIDDANCE,2.047619048,0.428571429,0.857142857,1.666666667,0.523809524,2.428571429
lanc,RUGBY,2,0.304347826,1.826086957,1.086956522,0.391304348,3.652173913
lanc,RULE,2.444444444,0,0.333333333,0.722222222,0.055555556,2.5
lanc,RUNTIME,1.625,0,0.4375,0.375,0.1875,2.875
lanc,SANDBOX,0.45,0.1,2.55,0.65,0.25,3.4
lanc,SAUERKRAUT,0.411764706,4.176470588,2,0.529411765,3.294117647,3.588235294
lanc,SAVE,1.222222222,0,0.666666667,1.055555556,0,2.111111111
lanc,SCORELESS,2.4,0.2,0.35,0.45,0,3.35
lanc,SECTIONAL,0.578947368,0.315789474,2.263157895,0.315789474,0.157894737,4.052631579
lanc,SEEPED,0.866666667,0.466666667,2.066666667,0.466666667,0.733333333,3.533333333
lanc,SEISMIC,2.466666667,0.266666667,1.733333333,2.666666667,0.4,2.533333333
lanc,SERENDIPITOUS,1.470588235,0.176470588,0.294117647,2.823529412,0.294117647,2.294117647
lanc,SETTLING,0.866666667,0.066666667,0.4,2.066666667,0.066666667,2.933333333
lanc,SHANTY,1.466666667,0.6,1.733333333,1.133333333,0.866666667,3
lanc,SHIN,0.055555556,0,2.722222222,1.444444444,0,2.611111111
lanc,SINGLENESS,1,0.117647059,0.647058824,1.176470588,0.058823529,2.470588235
lanc,SKIPPING,1.578947368,0.157894737,2,1.157894737,0.157894737,3.368421053
lanc,SLEEPING BEAUTY,1.428571429,0.523809524,1.380952381,1,0.666666667,3.380952381
lanc,SMALL HOURS,0.461538462,0,0.230769231,1.692307692,0,1.384615385
lanc,SMARTCARD,1,0.526315789,2.368421053,0.842105263,0.578947368,3.052631579
lanc,SMELLINESS,0.2,0.25,0.35,0.8,4.6,0.65
lanc,SMOKEHOUSE,1.173913043,1.565217391,1.043478261,0.782608696,3.52173913,3.043478261
lanc,SNAKE CHARMER,1.904761905,0.523809524,1,1.047619048,0.523809524,3
lanc,SNATCHER,1.2,0,1.6,1.066666667,0.2,3.4
lanc,SNUFF,0.631578947,1.421052632,1.210526316,0.631578947,1.789473684,1.842105263
lanc,SOOTHSAYING,3.6875,0.4375,0.8125,1.5625,0.3125,2.5625
lanc,SPAMMER,1.368421053,0.473684211,0.421052632,0.736842105,0.315789474,3.947368421
lanc,SPASM,0.277777778,0,2.055555556,3.722222222,0,2.333333333
lanc,SPEARING,0.947368421,0,1.578947368,0.684210526,0,3.157894737
lanc,SPIRITLESSLY,1.421052632,0.421052632,0.736842105,2.368421053,0.421052632,1.684210526
lanc,SPLITTING,1.65,0.2,1.65,0.4,0.05,3.6
lanc,SPONGE,1.047619048,0.523809524,3.571428571,0.80952381,1.142857143,3.476190476
lanc,SQUEEZER,0.5,0.25,2.9375,0.8125,0.125,1.9375
lanc,STAMPING,1.777777778,0,2.666666667,0.666666667,0,3
lanc,STATICALLY,1.352941176,0.529411765,1.058823529,0.705882353,0.470588235,3.176470588
lanc,STEAK,0.315789474,4.789473684,1.631578947,1.578947368,3.842105263,3.315789474
lanc,STRENUOUSLY,0.95,0.15,0.9,3.1,0.15,1.65
lanc,STRIKER,2.058823529,0,1.352941176,0.529411765,0.235294118,3.294117647
lanc,STUPEFY,2.055555556,0.166666667,0.333333333,1.944444444,0,2.111111111
lanc,SUAVELY,2,0.0625,0.4375,1.5625,0.125,3.0625
lanc,SUGGESTING,3.315789474,0.368421053,0.736842105,0.842105263,0.210526316,2.368421053
lanc,SUMMARIZE,2.913043478,0.304347826,0.391304348,0.652173913,0.304347826,1.695652174
lanc,SUNBATHER,0.333333333,0,1.166666667,0.388888889,0.277777778,3.611111111
lanc,SURPASS,1.952380952,0.714285714,0.904761905,1.761904762,0.904761905,2.666666667
lanc,TALENTED,2.19047619,0.952380952,1.285714286,1.714285714,0.857142857,3.19047619
