gpt4,foot,abbreviate,10,0.800000,1.549193
gpt4,foot,abode,10,1.200000,1.032796
gpt4,foot,abscessed,10,2.300000,1.636392
gpt4,foot,abyss,10,0.800000,0.918937
gpt4,foot,accordance,10,0.300000,0.483046
gpt4,foot,adjunct,10,0.400000,0.516398
gpt4,foot,adjustment,10,2.900000,1.197219
gpt4,foot,aerial,10,0.900000,1.100505
gpt4,foot,aerially,10,1.200000,1.229273
gpt4,foot,affective,10,1.000000,0.816497
gpt4,foot,aftersale,10,0.300000,0.483046
gpt4,foot,aftershave,10,0.500000,0.527046
gpt4,foot,aging,10,2.900000,1.595131
gpt4,foot,alertness,10,1.200000,1.316561
gpt4,foot,allusively,10,0.300000,0.483046
gpt4,foot,aloe vera,10,1.300000,1.567021
gpt4,foot,always,10,0.600000,0.843274
gpt4,foot,ambitiously,10,1.300000,1.567021
gpt4,foot,americanize,10,0.800000,0.788811
gpt4,foot,amid,10,0.600000,0.966092
gpt4,foot,antler,10,2.600000,1.955050
gpt4,foot,apply,10,2.900000,1.663330
gpt4,foot,appreciatory,10,0.400000,0.516398
gpt4,foot,arrestingly,10,0.600000,0.843274
gpt4,foot,assassin,10,1.700000,1.159502
gpt4,foot,assignment,10,0.900000,0.567646
gpt4,foot,atmosphere,10,0.400000,0.516398
gpt4,foot,atomic,10,0.400000,0.516398
gpt4,foot,auction off,10,1.000000,1.154701
gpt4,foot,avail,10,1.700000,1.159502
gpt4,foot,balcony,10,2.700000,1.766981
gpt4,foot,baseball bat,10,3.200000,2.097618
gpt4,foot,befoul,10,1.600000,1.349897
gpt4,foot,befuddlement,10,0.600000,0.699206
gpt4,foot,behavioral,10,0.700000,0.674949
gpt4,foot,beige,10,0.400000,0.516398
gpt4,foot,belatedness,10,0.500000,0.527046
gpt4,foot,bend,10,5.000000,0.000000
gpt4,foot,billfold,10,1.200000,1.619328
gpt4,foot,bimolecular,10,0.600000,0.699206
gpt4,foot,biosphere,10,0.400000,0.516398
gpt4,foot,blockheaded,10,0.400000,0.516398
gpt4,foot,bluecoat,10,1.200000,1.032796
gpt4,foot,body building,10,4.600000,0.966092
gpt4,foot,bomb,10,1.000000,0.942809
gpt4,foot,boo,10,0.500000,0.527046
gpt4,foot,boundless,10,0.400000,0.699206
gpt4,foot,brainchild,10,0.800000,0.788811
gpt4,foot,brains,10,0.400000,0.516398
gpt4,foot,bubbler,10,1.300000,1.494434
gpt4,foot,budget,10,0.400000,0.516398
gpt4,foot,bureaucrat,10,0.600000,0.699206
gpt4,foot,busted,10,3.200000,1.686548
gpt4,foot,call girl,10,1.800000,1.032796
gpt4,foot,camper,10,4.100000,1.100505
gpt4,foot,cancer,10,0.400000,0.516398
gpt4,foot,casing,10,2.000000,1.763834
gpt4,foot,cent,10,0.700000,0.948683
gpt4,foot,challenge,10,2.600000,1.429841
gpt4,foot,chart,10,0.800000,0.788811
gpt4,foot,cheerfulness,10,1.300000,1.059350
gpt4,foot,chemistry,10,0.900000,1.100505
gpt4,foot,choreograph,10,4.400000,0.843274
gpt4,foot,churchman,10,0.500000,0.527046
gpt4,foot,civil suit,10,0.400000,0.516398
gpt4,foot,cleaner,10,1.500000,1.649916
gpt4,foot,cleanup,10,3.500000,1.779513
gpt4,foot,clearinghouse,10,0.700000,0.674949
gpt4,foot,clergy,10,0.700000,0.674949
gpt4,foot,climatologic,10,0.600000,0.843274
gpt4,foot,cling to,10,3.300000,1.766981
gpt4,foot,clownery,10,1.900000,1.523884
gpt4,foot,coil,10,2.500000,1.840894
gpt4,foot,collaterally,10,0.600000,0.516398
gpt4,foot,colonize,10,1.200000,1.686548
gpt4,foot,color,10,0.500000,0.707107
gpt4,foot,comatose,10,0.600000,0.699206
gpt4,foot,combust,10,1.500000,1.080123
gpt4,foot,commotion,10,2.200000,1.229273
gpt4,foot,compatibility,10,0.800000,1.032796
gpt4,foot,complicated,10,0.800000,0.632456
gpt4,foot,compositionally,10,0.400000,0.516398
gpt4,foot,compromising,10,1.200000,0.788811
gpt4,foot,confusability,10,0.400000,0.699206
gpt4,foot,congruously,10,1.000000,1.563472
gpt4,foot,constitution,10,0.700000,0.823273
gpt4,foot,cope with,10,2.300000,1.828782
gpt4,foot,copyholder,10,0.400000,0.699206
gpt4,foot,corpse,10,1.900000,2.024846
gpt4,foot,crackers,10,0.900000,0.994429
gpt4,foot,critter,10,0.700000,1.251666
gpt4,foot,culmination,10,1.000000,0.942809
gpt4,foot,curative,10,1.000000,0.942809
gpt4,foot,cutlet,10,0.800000,1.032796
gpt4,foot,deactivation,10,1.600000,1.505545
gpt4,foot,debark,10,4.400000,1.074968
gpt4,foot,decadent,10,1.100000,0.875595
gpt4,foot,decentness,10,0.700000,0.823273
gpt4,foot,decorative,10,1.400000,1.173788
gpt4,foot,deferred,10,0.500000,0.849837
gpt4,foot,definitely,10,0.300000,0.483046
gpt4,foot,definitive,10,0.800000,0.632456
gpt4,foot,deformed,10,3.200000,1.619328
gpt4,foot,degreaser,10,0.900000,0.994429
gpt4,foot,demographically,10,0.400000,0.516398
gpt4,foot,deodorant,10,0.500000,0.707107
gpt4,foot,departmentalize,10,0.300000,0.483046
gpt4,foot,depreciatively,10,0.300000,0.483046
gpt4,foot,detacher,10,1.800000,1.751190
gpt4,foot,disentanglement,10,3.800000,1.475730
gpt4,foot,disorient,10,0.900000,0.737865
gpt4,foot,disproof,10,0.900000,1.100505
gpt4,foot,disrespectful,10,0.700000,0.674949
gpt4,foot,dissect,10,1.900000,2.233582
gpt4,foot,doglike,10,2.700000,2.162817
