gpt35,hearing,acoustical,10,3.300000,1.251666
gpt35,hearing,act on,9,1.222222,0.833333
gpt35,hearing,administration,10,2.300000,1.337494
gpt35,hearing,affirmatively,10,1.400000,0.843274
gpt35,hearing,aggregative,10,1.100000,0.567646
gpt35,hearing,agonizingly,10,2.600000,1.349897
gpt35,hearing,aimlessly,10,1.300000,0.823273
gpt35,hearing,airbag,10,2.100000,0.994429
gpt35,hearing,almond,10,1.700000,0.948683
gpt35,hearing,altercation,10,2.300000,1.766981
gpt35,hearing,angelically,10,1.400000,0.843274
gpt35,hearing,appease,10,1.500000,0.971825
gpt35,hearing,apprehensibility,10,1.300000,1.059350
gpt35,hearing,ardently,10,2.000000,0.942809
gpt35,hearing,ashtray,10,1.700000,0.948683
gpt35,hearing,assessed,10,2.000000,0.666667
gpt35,hearing,assessor,10,1.800000,0.632456
gpt35,hearing,atone,10,1.500000,1.178511
gpt35,hearing,attachment,10,2.200000,1.032796
gpt35,hearing,auditory,10,3.900000,1.370320
gpt35,hearing,augment,10,1.500000,1.178511
gpt35,hearing,aware,10,2.600000,1.264911
gpt35,hearing,bale,10,1.300000,0.483046
gpt35,hearing,barbaric,10,1.700000,1.251666
gpt35,hearing,barred,10,1.300000,0.823273
gpt35,hearing,bed,10,2.900000,0.737865
gpt35,hearing,believing,10,2.500000,0.971825
gpt35,hearing,bell tower,10,1.800000,1.316561
gpt35,hearing,beyond,10,2.100000,1.100505
gpt35,hearing,bibliographically,10,1.300000,0.483046
gpt35,hearing,blasphemously,10,0.700000,0.483046
gpt35,hearing,block,10,2.100000,0.875595
gpt35,hearing,bloodthirstily,10,1.300000,0.674949
gpt35,hearing,bluishness,10,1.700000,0.823273
gpt35,hearing,bookbag,10,1.800000,0.788811
gpt35,hearing,botanically,10,1.200000,0.788811
gpt35,hearing,both,10,2.300000,1.059350
gpt35,hearing,braised,10,2.500000,0.849837
gpt35,hearing,breezeless,10,1.800000,1.475730
gpt35,hearing,buffalo,10,1.600000,1.264911
gpt35,hearing,bullishness,10,1.700000,0.823273
gpt35,hearing,bunted,10,1.000000,0.666667
gpt35,hearing,butterscotch,10,2.500000,1.354006
gpt35,hearing,buttery,10,2.400000,1.173788
gpt35,hearing,cake pan,10,1.200000,0.918937
gpt35,hearing,camp,10,2.400000,0.699206
gpt35,hearing,cannot,10,1.500000,1.269296
gpt35,hearing,carmaker,10,1.600000,1.349897
gpt35,hearing,castled,10,0.900000,0.737865
gpt35,hearing,category,10,2.200000,0.788811
gpt35,hearing,causer,10,1.500000,0.707107
gpt35,hearing,centerpieces,10,1.600000,0.966092
gpt35,hearing,centralist,10,1.000000,0.816497
gpt35,hearing,chauvinism,10,1.400000,0.843274
gpt35,hearing,chili pepper,10,2.000000,1.333333
gpt35,hearing,christen,10,1.500000,0.849837
gpt35,hearing,chronically,10,1.300000,0.823273
gpt35,hearing,chunk,10,1.600000,1.173788
gpt35,hearing,circular,10,1.700000,1.059350
gpt35,hearing,civilizing,10,1.000000,0.816497
gpt35,hearing,clank,10,2.200000,1.229273
gpt35,hearing,cleaning lady,10,2.500000,1.354006
gpt35,hearing,cloaked,10,1.900000,0.994429
gpt35,hearing,coachwork,10,0.800000,0.788811
gpt35,hearing,coastward,10,1.300000,0.823273
gpt35,hearing,cohere,10,1.800000,0.788811
gpt35,hearing,complete,10,2.900000,0.994429
gpt35,hearing,comprehendingly,10,2.500000,1.080123
gpt35,hearing,comprehensibly,10,1.600000,1.349897
gpt35,hearing,consumerism,10,2.400000,0.699206
gpt35,hearing,convictable,10,1.900000,0.737865
gpt35,hearing,cordial,10,1.900000,1.286684
gpt35,hearing,councilwoman,10,1.400000,1.505545
gpt35,hearing,countdown,10,2.500000,0.971825
gpt35,hearing,counteraction,10,2.000000,0.942809
gpt35,hearing,counterfeit,10,1.700000,0.823273
gpt35,hearing,counterrevolution,10,1.800000,0.788811
gpt35,hearing,counterstrike,10,2.000000,1.154701
gpt35,hearing,crater,10,1.800000,1.032796
gpt35,hearing,creditably,10,1.100000,0.737865
gpt35,hearing,crested,10,1.800000,0.918937
gpt35,hearing,crewless,10,1.100000,0.875595
gpt35,hearing,criminalize,10,1.800000,1.316561
gpt35,hearing,crisp,10,2.300000,0.948683
gpt35,hearing,crucifix,10,1.600000,1.173788
gpt35,hearing,cruise,10,2.000000,1.490712
gpt35,hearing,crunch,10,2.400000,1.074968
gpt35,hearing,curator,10,1.900000,0.737865
gpt35,hearing,curiosity,10,3.100000,0.875595
gpt35,hearing,curve ball,10,1.800000,1.229273
gpt35,hearing,dancefloor,10,2.100000,1.595131
gpt35,hearing,dangerous,10,2.800000,1.229273
gpt35,hearing,dead on,10,1.900000,0.875595
gpt35,hearing,decaffeinate,10,1.600000,0.516398
gpt35,hearing,decipherer,10,1.600000,0.966092
gpt35,hearing,deepening,10,1.600000,0.966092
gpt35,hearing,deformity,10,1.800000,0.918937
gpt35,hearing,deplored,10,1.300000,1.059350
gpt35,hearing,deploy,10,1.400000,1.173788
gpt35,hearing,devilishness,10,1.700000,1.059350
gpt35,hearing,dew,10,1.600000,1.074968
