Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Auditory.SD,Gustatory.SD,Haptic.SD,Interoceptive.SD,Olfactory.SD,Visual.SD,Foot_leg.SD,Hand_arm.SD,Head.SD,Mouth.SD,Torso.SD
DEW,0.176470588,0.529411765,3.294117647,0.411764706,0.882352941,3.882352941,1.5,1.833333333,2.722222222,0.5,0.555555556,0.727606875,1.328422328,1.358524286,1.064120736,1.495090003,1.763602596,1.757337558,1.757337558,1.964555198,1.150447483,1.293523334
DIFFUSIBLE,1.210526316,0.263157895,1.157894737,0.947368421,0.421052632,2.473684211,0.153846154,1.307692308,1,0.923076923,0.076923077,1.781976037,0.653376296,1.675415633,1.614988277,0.901590537,2.010207868,0.375533808,1.974192467,1.471960144,1.497861724,0.277350098
DILIGENCE,2,0.65,1.25,1.85,0.75,2.55,1.4,1.5,2.4,1.6,0.9,1.863782233,1.348488433,1.773340588,1.496487115,1.29269201,1.791059669,1.95744194,1.849608778,1.846761034,1.984147702,1.447320573
DINNERTIME,2.166666667,3.555555556,0.722222222,1.777777778,3.277777778,3.444444444,0.65,2.6,2.9,3.85,1.5,1.58113883,1.822158456,1.227410261,2.04523997,1.526455161,1.68809751,1.039989878,2.036508881,1.860956178,1.78517285,1.820930936
DIRECTIONALITY,1.176470588,0,0.823529412,1,0.058823529,2,1.444444444,2.111111111,2.277777778,1.055555556,1.111111111,1.944070926,0,1.42457424,1.414213562,0.242535625,2.091650066,1.885618083,1.936913521,2.052417672,1.589384721,1.745208192
DISCOMBOBULATE,1.333333333,0.133333333,0.666666667,2.533333333,0.333333333,2.6,0.9375,1.6875,3.125,1.3125,1,1.588650221,0.351865775,1.496026483,2.065591118,1.290994449,1.992844342,1.768945072,1.887458609,1.995828984,1.990602924,1.673320053
DISCONTINUOUSLY,1.538461538,0.230769231,0.769230769,0.846153846,0.230769231,2.769230769,0.941176471,1.235294118,1.705882353,1.470588235,0.764705882,1.664100589,0.832050294,1.3634421,1.344504484,0.832050294,1.87766904,1.819017188,1.786386428,2.054407028,2.182820625,1.437420075
DISHEVELMENT,0.75,0.25,0.875,1.3125,0.3125,2.6875,0.611111111,0.944444444,2.777777778,0.555555556,0.777777778,1.125462868,0.683130051,1.360147051,1.740450133,0.87321246,2.151549829,1.377930626,1.696786659,2.04523997,1.381483526,1.555088632
DISILLUSION,2,0.3,0.5,2.6,0.3,2.5,0.476190476,0.761904762,3.428571429,1.380952381,0.571428571,1.685854461,1.128576187,1.39548143,1.984147702,1.128576187,1.849608778,1.077916862,1.220850601,1.690308509,1.883512423,1.121223821
DISORDERED,1.631578947,0.526315789,1.105263158,0.842105263,0.368421053,4.052631579,1.095238095,1.619047619,3.047619048,1.19047619,0.666666667,1.640139774,1.348596845,1.196974744,1.213953957,0.76088591,1.311220136,1.546116487,1.802115159,2.224324403,1.209092537,1.278019301
DISTANCE,1.761904762,0.714285714,1.428571429,1.285714286,0.571428571,3.19047619,2.65,1.45,2.4,0.55,0.7,2.022492569,1.488047618,1.832250763,1.73616984,1.164964745,1.569045813,1.926955603,1.761428846,1.93036675,1.099042646,1.218281793
DIVULGENCE,2.388888889,1.277777778,1,2.222222222,0.944444444,2,0.294117647,0.529411765,1.235294118,1.470588235,0.058823529,2.118237027,1.840893503,1.608799333,1.957055278,1.696786659,1.680336101,0.985184366,1.23073388,1.640480561,1.940285,0.242535625
DOMINATIVE,2.117647059,0.235294118,0.352941176,1.823529412,0.235294118,2.588235294,1.333333333,1.888888889,2.277777778,1.888888889,1.166666667,1.72780037,0.752446989,0.861769725,1.91165158,0.752446989,1.769845457,1.533929978,1.745208192,1.67351534,1.711170528,1.42457424
DOUBLED,1.227272727,0.272727273,1.227272727,0.909090909,0.454545455,2.863636364,0.388888889,0.833333333,1.722222222,0.5,0.222222222,1.477830398,0.767296936,1.445248971,1.341963413,0.857864054,1.934534632,1.195033295,1.653872461,2.080880909,1.200490096,0.942809042
DREAMFUL,1,0.333333333,0.666666667,3.066666667,0.266666667,2.2,0.111111111,0.333333333,3.388888889,0.777777778,0.277777778,1.414213562,1.046536237,1.588650221,1.751190072,1.032795559,1.934646516,0.323380833,0.84016805,2.033220826,1.477500097,0.57451315
DRINKING WATER,0.473684211,4.315789474,1.684210526,2.736842105,0.473684211,2.421052632,0.55,2.15,1.6,4.75,1.65,0.964274111,0.945905303,1.857496271,1.851188965,0.841191024,1.923994383,1.538112309,2.033275812,1.846761034,1.118033989,1.954078057
DRUNKENNESS,1.956521739,1.47826087,1.130434783,3.347826087,1.956521739,2.956521739,2.555555556,1.944444444,3.666666667,2.888888889,1.777777778,1.918291401,1.728624393,1.486434044,2.080399779,1.744556752,1.795911034,2.280924019,2.154945672,1.940285,2.323508728,2.157219222
DUFFEL BAG,0.684210526,0.421052632,3.421052632,0.315789474,0.473684211,3.947368421,0.9,3.55,2.3,0.65,1.3,1.204280863,1.304513084,1.57465303,1.002919714,0.841191024,1.508261848,1.209610638,2.139232523,2.054520049,1.348488433,1.417930293
DUNCE,2,0,0.1875,1.0625,0,2.25,0.368421053,0.210526316,3,0.842105263,0.315789474,2.033060091,0,0.543905629,1.611159003,0,2.113448998,1.011628298,0.917662935,1.972026594,1.344253527,0.945905303
EERILY,2.3,0.05,1,2.75,0.4,2.65,0.555555556,0.833333333,2.722222222,1.277777778,0.833333333,1.719853115,0.223606798,1.4509525,1.888329811,0.820782682,1.926955603,1.041617646,1.294785924,1.934381055,1.601673961,1.42457424
ELECTROMAGNET,1.058823529,0.058823529,2.294117647,0.764705882,0.117647059,3.764705882,0.222222222,2.111111111,2.166666667,0.222222222,0.388888889,1.675954513,0.242535625,2.229481607,1.30045241,0.48507125,1.437420075,0.548318881,2.083235292,2.121320344,0.427792632,0.978527639
ELFISH,1.933333333,0.733333333,1.2,1.2,0.6,3.066666667,0.736842105,0.736842105,2.157894737,0.578947368,0.473684211,1.94446712,1.279880947,1.521277659,1.740279124,1.121223821,1.830950833,1.407997209,1.446916463,2.291606857,1.304513084,1.073334423
ENCHILADA,0.684210526,4.473684211,1.894736842,0.789473684,3.421052632,3.578947368,0.35,2.65,2.7,3.9,1.05,1.335524515,0.772328446,1.696229048,1.397575177,1.538967528,1.426565007,1.136708082,1.954078057,2.105131575,2.049390153,1.316894273
ENGINE,4,0.368421053,2.105263158,0.789473684,1.157894737,3.684210526,1.333333333,2.142857143,2.714285714,0.428571429,0.666666667,1,0.895080773,1.629408101,1.474936811,1.25888654,1.293257368,1.712697677,2.197401062,2.10102016,0.978336781,1.110555417
ENLISTMENT,1.681818182,0.363636364,0.363636364,1.136363636,0.363636364,2.272727273,0.388888889,0.666666667,1.277777778,0.555555556,0.055555556,1.585240364,1.048602451,0.7267314,1.670342267,1.048602451,1.956231026,1.036900863,1.328422328,1.742397117,1.1490263,0.23570226
ENSEMBLE,1.45,0.55,1.55,0.85,0.75,3.2,0.95,2,2.65,1,1,1.468081455,0.944513241,1.848897253,1.386969434,1.482352327,1.704483252,1.468081455,1.973508764,1.87153188,1.716790151,1.622214211
ERRANTLY,1.529411765,0.294117647,0.470588235,1.176470588,0.352941176,2,0.714285714,0.785714286,1.571428571,1,0.5,1.699913493,0.985184366,0.943242218,1.50977209,1.05718828,1.695582496,1.325987088,1.625686668,2.064881659,1.709700829,1.2860195
ETHOLOGICAL,2.25,0.5,0.5,0.416666667,0.666666667,3.333333333,0.3,0.85,2.65,1.3,0.25,2.137330536,1.445997611,1,0.99620492,1.370688834,1.775250729,0.923380517,1.531253357,2.390221307,1.894590638,0.910465468
EVILDOING,2.733333333,0.066666667,0.733333333,1.933333333,0.066666667,3.666666667,1.263157895,1.789473684,3.105263158,2,1.210526316,1.751190072,0.25819889,1.579632266,1.94446712,0.25819889,1.718249386,1.75885396,2.123386901,2.105409352,2.185812841,1.685854461
EXECUTIONER,1.1,0,0.85,1,0.05,3.35,0.428571429,2.238095238,2.619047619,1.142857143,0.666666667,1.410487038,0,1.694418081,1.55597321,0.223606798,1.725200217,1.075705748,1.868281614,1.883512423,1.651838802,1.110555417
EXPORTABLE,1.052631579,0.842105263,1.210526316,1.105263158,0.578947368,2.842105263,0.555555556,1.444444444,1.166666667,0.444444444,0.333333333,1.268143184,1.572795031,1.43677677,1.791794161,1.121298329,1.772103518,1.041617646,1.885618083,1.42457424,0.983524408,0.84016805
EYE STRAIN,0.125,0,0.3125,3.6875,0,3.125,0.105263158,0.052631579,4.052631579,0.578947368,0,0.341565026,0,0.793200269,1.662077014,0,2.390955179,0.458831468,0.229415734,1.682382048,1.169795304,0
FACE POWDER,0.157894737,0.157894737,2.631578947,0.368421053,1.105263158,3.157894737,0.380952381,2.380952381,4,1.095238095,0.428571429,0.501459857,0.688247202,2.087276969,0.955133866,1.448935887,1.7082531,1.203170415,1.935876816,1.183215957,1.513431925,1.028174527
FALSEHEARTED,1.5,0.611111111,1.111111111,2.166666667,0.833333333,1.722222222,0.2,0.45,2.15,1.2,1.3,1.790497795,1.195033295,1.604731566,1.947849493,1.58113883,1.775836358,0.695852374,1.276302225,1.899445903,1.935812083,2.00262985
FAMILIAR,2.555555556,1.833333333,2,2,1.833333333,3,1.55,1.95,3.15,2.1,1.4,1.854159782,1.977818168,1.84709629,2.114376559,1.757337558,2.114376559,1.932410548,2.038446261,2.158825217,1.997366687,1.93036675
FLEABAG,0.5,0.0625,1.375,0.375,0.5625,2.8125,0.4375,0.875,0.9375,0.4375,0.6875,1.316561177,0.25,1.74642492,1.024695077,1.093541647,2.104558544,1.030776406,1.586400538,1.652018967,0.963932916,1.25
FLIMFLAM,2,0.928571429,1.357142857,1.214285714,0.714285714,2.285714286,0.214285714,0.714285714,1.571428571,0.928571429,0.214285714,1.568929081,1.542439911,1.691933025,1.805060043,1.138728807,2.163635524,0.578934224,1.637473261,2.101804562,1.899971081,0.578934224
FLIRTER,3.222222222,0.222222222,0.888888889,1.277777778,0.277777778,2.944444444,1.35,2.15,3.15,3.25,1.4,1.733936547,0.942809042,1.450715397,1.526455161,0.669113158,1.797783675,1.725200217,1.814415956,1.565247584,1.618153594,1.602629418
FLOTATION,0.789473684,0.210526316,2.578947368,1.210526316,0.263157895,4.263157895,2.714285714,2.571428571,2.428571429,1.047619048,2.857142857,1.08417646,0.630603535,1.773752753,1.843274483,0.805681579,1.147078669,1.847778589,1.886038933,2.111194652,1.687488977,1.824437291
FLOURLESS,1.315789474,2.684210526,1.368421053,1.105263158,1.263157895,2.368421053,0.1,1,1.35,1.6,0.4,1.827342684,1.733738144,1.535162905,1.728671193,1.726978906,1.862212731,0.307793506,1.589438828,1.954078057,2.062190966,0.753937035
FOOD ADDITIVE,0.454545455,3.545454545,0.590909091,1.181818182,1.727272727,2.090909091,0.058823529,0.882352941,1.647058824,2.941176471,0.294117647,1.100963765,1.503243247,0.854070974,1.651445648,1.723280874,1.743261609,0.242535625,1.763602596,1.800735144,1.919328927,0.771743633
FORECLOSE,2,0,0.157894737,0.684210526,0,2.526315789,0.142857143,0.904761905,2.619047619,1.142857143,0.333333333,1.699673171,0,0.688247202,1.157230006,0,1.645479365,0.358568583,1.220850601,1.883512423,1.621286967,0.795822426
FOUNTAIN,3.166666667,0.555555556,2.277777778,0.333333333,0.277777778,4.5,0.571428571,0.857142857,2.285714286,1.285714286,0.571428571,1.689065178,1.464168996,2.052417672,0.9701425,0.751903902,0.985184366,1.39897922,1.492840055,2.148088852,1.874642823,1.287300609
FRAGILE,0.833333333,0.055555556,3.833333333,0.333333333,0.222222222,3.666666667,1.142857143,2.952380952,2.380952381,1.285714286,0.904761905,1.382665797,0.23570226,1.339446769,1.028991511,0.942809042,1.571810496,1.878449208,1.96153487,2.036570413,2.028370211,1.729299335
FRICTIONLESS,0.833333333,0.333333333,2.944444444,0.611111111,0.055555556,1.888888889,1.833333333,1.777777778,1,0.722222222,1.055555556,1.504893977,1.028991511,2.154945672,1.036900863,0.23570226,1.906301898,1.790497795,1.832887646,1.533929978,1.40610248,1.474178624
FRIVOLOUSNESS,2.222222222,0.388888889,0.611111111,2.055555556,0.333333333,3.222222222,0.722222222,1.388888889,2.944444444,2,0.666666667,1.957055278,1.243282604,1.195033295,1.893400993,1.028991511,1.733936547,0.95828005,1.613869624,2.208865086,1.909727421,1.028991511
FRUIT,0.473684211,4.631578947,3.105263158,0.736842105,3.105263158,4.421052632,0.7,2.95,3,3.65,1,0.696692268,0.76088591,1.286456669,1.367971136,1.594948165,0.768533197,1.301820588,2.089447169,2.026144901,2.18306882,1.4509525
FRUSTRATED,2.130434783,0.391304348,0.782608696,3.304347826,0.47826087,2.130434783,1.055555556,1.277777778,3.833333333,2.055555556,1.055555556,1.791503884,1.076151833,1.277658431,1.987112629,1.23838477,1.816699,1.731107168,1.840893503,1.653872461,2.12747357,1.696786659
GANJA,0.833333333,2.5,2.083333333,2.833333333,3.416666667,3.083333333,0.9375,3,3.5625,4.1875,1.875,1.337115847,2.153221688,1.781640375,2.249579085,1.880924982,1.880924982,1.388944443,2.033060091,2.064582282,1.721191448,1.74642492
GLISTENING,0.176470588,0,0.470588235,0.470588235,0,4.411764706,0.7,0.8,2.85,0.5,0.7,0.52859414,0,0.874474632,1.178857872,0,1.66052791,1.490319641,1.472555959,1.980829172,1,1.592746717
GOLF CART,2,0,1.823529412,0.117647059,0.058823529,4.411764706,2.95,3.2,2.85,0.5,1.6,1.322875656,0,1.845104811,0.332105582,0.242535625,1.064120736,2.01246118,2.117595459,1.954078057,1,1.875043859
GOOD HEALTH,0.9375,0.5,1,3.5,0.5,3.25,2.789473684,2.736842105,3.684210526,3.421052632,3.105263158,1.481834449,1.366260102,1.712697677,1.549193338,1.095445115,1.843908891,2.274959032,2.232141604,1.765491168,2.11649053,2.105409352
GRANULATOR,1.6,0.333333333,1,0.533333333,0.466666667,3.066666667,0.333333333,1.333333333,1.291666667,0.416666667,0.375,2.097617696,1.290994449,1.414213562,1.245945806,1.060098827,2.051712409,0.963086825,1.903467469,1.899179838,1.176459932,0.923721208
GRAVY,0.857142857,4,1.80952381,1,2.952380952,3.476190476,0.105263158,1,1.842105263,3.473684211,0.368421053,1.352246808,1.378404875,1.749829924,1.673320053,1.687488977,1.327367606,0.315301768,1.732050808,1.979426345,2.117871601,0.830697586
GRUMBLING,3.666666667,0.166666667,0.277777778,1.444444444,0.166666667,1.222222222,0.2,0.1,2.2,3.4,0.65,2.057983022,0.707106781,0.826442095,1.756407504,0.514495755,1.733936547,0.894427191,0.447213595,2.041671142,2.112618729,1.424411236
HAMMERER,4.066666667,0,1.466666667,0.466666667,0.266666667,4,0.473684211,3.157894737,1.526315789,0.526315789,0.789473684,1.579632266,0,1.807392228,1.060098827,0.703731551,0.9258201,1.218761715,2.267234191,2.03765718,1.306752593,1.43677677
HEARTHSTONE,0.4,0,2.266666667,0.4,0.2,3.533333333,0.4375,1.375,1.5625,0.25,0.375,0.736788398,0,2.086236073,1.055597326,0.560611911,2.231804736,1.030776406,1.892969449,2.032035105,0.774596669,1.024695077
HEROINE,1.666666667,1.095238095,1.952380952,2.380952381,0.714285714,3,1.05,2.45,2.05,1.4,0.85,1.879716291,1.578124263,1.82964998,2.060975266,1.309307341,1.549193338,1.731290969,2.163695669,2.139232523,2.087557122,1.531253357
HIBERNATE,0.555555556,0.055555556,0.222222222,2.055555556,0.277777778,3.388888889,2,2.095238095,2.80952381,1.619047619,2.333333333,1.199128224,0.23570226,0.548318881,2.12747357,0.95828005,1.914000703,2.213594362,2.188715649,2.135861597,2.085094494,2.221110833
HIGH WIND,3.15,0,2.35,1.15,0.4,2.8,1.666666667,2.238095238,2.380952381,1.666666667,1.666666667,1.78517285,0,2.007223796,1.631111988,0.940324692,1.852452144,1.74164673,1.997617629,1.774153051,2.033060091,1.770122406
HILLINESS,0.3125,0.1875,0.8125,0.8125,0.0625,3.875,2.941176471,0.941176471,1.882352941,0.411764706,1.235294118,0.87321246,0.75,1.470544117,1.470544117,0.25,1.543804824,2.192902991,1.599632311,1.96476312,1.003669737,1.786386428
HOMOGENIZE,0.416666667,1.333333333,0.166666667,0.833333333,0.583333333,2.75,0.166666667,1.611111111,1.388888889,0.722222222,0.166666667,0.99620492,1.874873733,0.389249472,1.527525232,1.083624669,1.95982374,0.514495755,2.252812331,1.883016631,1.319784098,0.383482494
HOSPITABLE,3.176470588,0,0.235294118,2.411764706,0.235294118,3.411764706,1.476190476,2.047619048,2.904761905,2.523809524,1.476190476,1.704233483,0,0.9701425,2.032818964,0.9701425,1.325651893,2.015416771,2.132514724,2.142539659,2.112322126,1.939563034
HOUSECOAT,0.166666667,0,2.666666667,0.333333333,0.111111111,3.444444444,0.25,1.75,1,0.35,2.55,0.514495755,0,1.878672873,0.9701425,0.471404521,1.947010445,0.444261658,1.650358813,1.076055174,0.933302004,2.163695669
IMMEDIATE,1.3125,0.25,0.375,2.125,0.3125,2.75,1.736842105,1.684210526,2.421052632,2.157894737,1.157894737,1.662077014,1,1.087811258,1.707825128,1.01447852,1.61245155,2.023256596,2.001461454,1.952656011,2.034785216,1.641921567
IMPERSONATE,2.772727273,0.318181818,0.818181818,1.136363636,0.636363636,3.681818182,1.666666667,1.722222222,3,2.888888889,1.611111111,1.900672016,0.779887882,1.435481125,1.807272466,1.364357674,1.701158251,2,1.964555198,2.114376559,2.246275058,1.883016631
IMPETUOUS,1.769230769,0,0.384615385,2.230769231,0.153846154,2.384615385,0.538461538,1.153846154,2.384615385,1.307692308,0.538461538,1.535895296,0,1.120897077,1.640825308,0.375533808,1.804552647,1.126601424,1.573009528,2.103111248,1.84321347,1.126601424
IMPLEMENTAL,1.857142857,0,0.5,0.571428571,0.285714286,2.928571429,1.166666667,2.166666667,2.5,1.833333333,0.777777778,1.915810447,0,1.091928428,1.504571787,1.069044968,1.685425567,2.007339474,2.148871113,2.121320344,2.202939213,1.628985811
INAPPROPRIATENESS,3,0,0.8,1.8,0.333333333,3.933333333,0.842105263,1.473684211,2.947368421,2.421052632,1,2,0,1.780850519,2.042407543,1.046536237,1.533747356,1.462993806,1.775400457,1.928548222,2.243900113,1.598610508
INARGUABLY,2.4,0.1,0.1,1.25,0.05,1.15,0.380952381,0.619047619,2.428571429,2.238095238,0.333333333,1.875043859,0.307793506,0.447213595,1.446411167,0.223606798,1.268027893,1.203170415,1.244033379,2.111194652,1.841324575,0.966091783
INATTENTION,2,0.684210526,1.157894737,1.631578947,0.842105263,2.631578947,0.263157895,0.578947368,2.789473684,0.736842105,0.473684211,1.914854216,1.293257368,1.7082531,1.73879033,1.537066394,1.801558779,0.653376296,1.464991068,1.873171623,1.521771821,1.263523339
INCONCLUSIVENESS,2.3125,0.125,0.1875,1.4375,0.25,1.6875,0.15,0.35,2.95,1.55,0.3,1.701714821,0.341565026,0.543905629,1.590335394,0.774596669,1.740450133,0.366347549,0.587142949,2.01246118,1.904979624,0.923380517
INCONGRUENCE,1.777777778,0.5,1.166666667,1,0.388888889,2.055555556,0.416666667,0.416666667,2.166666667,0.166666667,0.416666667,1.767535857,1.043185168,1.72353945,1.495090003,0.978527639,1.954548909,1.164500153,1.164500153,1.94624736,0.389249472,1.164500153
INDISPOSE,1.5,0.5,0.611111111,1.611111111,0.611111111,1.944444444,0.285714286,0.357142857,0.785714286,0.571428571,0.285714286,1.58113883,1.200490096,1.092158623,2.004080804,1.243282604,1.954548909,1.069044968,1.33630621,1.672334684,1.504571787,1.069044968
INFORM,3.5,0.666666667,1.166666667,1.222222222,0.666666667,1.833333333,0.5,0.7,2.35,3,0.55,1.823054967,1.495090003,1.823054967,1.664704728,1.495090003,2.036432867,1.317893055,1.417930293,1.87153188,2.051956704,1.316894273
INHALATION,1.222222222,0.777777778,0.888888889,3.055555556,1.611111111,0.722222222,0,0.05,2.55,4.3,2.85,1.352799083,0.942809042,1.409584373,1.830211245,1.974510777,1.319784098,0,0.223606798,2.089447169,1.625455402,2.058998223
INJECTOR,0.444444444,0,2.388888889,1,0,2.333333333,0.736842105,2.578947368,1.263157895,0.578947368,1,0.983524408,0,2.004080804,1.608799333,0,1.814970426,1.240165995,2.063324972,1.726978906,1.387074839,1.374368542
INNOVATE,1.333333333,0,0.333333333,1.166666667,0.055555556,2.5,0.65,2,3.35,1.75,0.55,1.748949264,0,0.84016805,1.617914416,0.23570226,2.121320344,1.386969434,1.91942974,1.926955603,1.831737743,1.316894273
INSTRUMENT PANEL,1.238095238,0.523809524,2.428571429,0.80952381,0.571428571,3.285714286,0.157894737,2.736842105,2.578947368,0.315789474,0.157894737,1.640267109,1.123345344,1.690308509,1.327367606,1.164964745,1.383577144,0.374634325,2.18179603,2.142578651,0.820069887,0.501459857
INSULATING,0.722222222,0,1.777777778,0.555555556,0.055555556,2.388888889,0.8,1.45,1.5,0.55,0.95,1.363626461,0,1.986885104,1.199128224,0.23570226,2.278773893,1.151657844,1.761428846,1.877848713,0.998683344,1.503504678
INTEREST RATE,1.4,0,0.3,0.15,0,3.7,0.380952381,0.571428571,2.619047619,1.19047619,0.238095238,1.535543792,0,0.923380517,0.670820393,0,1.260743306,0.973457265,1.028174527,1.82964998,1.470341716,0.889087279
INTERIM,1,0,0,0.529411765,0,1.411764706,0.764705882,0.529411765,2.352941176,0.941176471,0.529411765,1.58113883,0,0,1.23073388,0,1.872792819,1.601928984,1.374665735,1.966633433,1.434860108,1.374665735
INTERNATIONALIST,1.368421053,0.421052632,0.315789474,0.736842105,0.210526316,2.315789474,0.388888889,0.333333333,1.333333333,0.888888889,0.333333333,1.640139774,0.96123702,0.749268649,1.097578408,0.713282504,2.001461454,0.978527639,1.028991511,1.680336101,1.450715397,0.9701425
INTRUSIVELY,2.210526316,0.842105263,1.315789474,1.789473684,0.631578947,2.473684211,1.052631579,1.736842105,2.315789474,1.631578947,1.210526316,1.718492471,1.675415633,1.733738144,1.781976037,1.256561725,1.743827879,1.544656891,1.939132259,2.05622717,1.977948609,1.718492471
INTUITIONAL,1.611111111,0.666666667,0.722222222,3.444444444,0.333333333,2,0.578947368,1,3.421052632,1.052631579,0.842105263,1.719743103,1.571810496,1.319784098,1.854159782,0.766964989,2.086370335,1.261207071,1.414213562,2.1938244,1.268143184,1.344253527
INTUITIVELY,1,0.176470588,0.117647059,3.882352941,0.235294118,0.823529412,0.55,0.75,3.9,1.25,0.55,1.620185175,0.727606875,0.48507125,1.11143786,0.9701425,1.333945938,1.050062655,1.251315098,1.713721712,1.681947493,1.145931017
INVARIABLENESS,1.375,0.375,0.75,1.3125,0.3125,2.125,0.588235294,0.764705882,2.294117647,0.882352941,0.470588235,1.586400538,0.885061203,1.483239697,1.579820665,0.793200269,1.857417562,1.064120736,1.393261092,1.72353945,1.218726433,1.178857872
INVENTIVE,1.75,0.35,0.9,0.95,0.15,2.75,0.85,1.85,3.75,1.55,0.85,1.650358813,0.988086934,1.447320573,1.234376041,0.489360485,1.650358813,1.424411236,1.78517285,1.164157703,1.731290969,1.496487115
IRRELEVANCY,2.333333333,0.761904762,0.761904762,1.714285714,0.666666667,2.285714286,0.2,0.4,1.7,1.1,0.25,1.683250823,1.48002574,1.300183137,1.82051798,1.390443574,1.927248223,0.410391341,0.820782682,1.866604009,1.618966532,0.550119604
IRREVOCABLE,1.411764706,0.294117647,0.470588235,1.352941176,0.117647059,1.294117647,0.5,0.555555556,1.5,1,0.555555556,1.73417212,0.985184366,1.067570083,1.765686002,0.332105582,1.571810496,0.985184366,1.041617646,1.689065178,1.45521375,1.293523334
JACKHAMMER,3.5,0,2.833333333,0.611111111,0.166666667,3.833333333,1.5,3.1,2.45,0.3,1.25,2.065116433,0,2.007339474,1.377930626,0.707106781,1.689065178,1.762175689,2.174009151,2.064104241,0.656946685,1.551739262
JAGGEDNESS,0.15,0.15,4.25,0.5,0.05,3.45,0.894736842,2.526315789,1.947368421,0.736842105,0.736842105,0.670820393,0.489360485,1.069923755,1.39548143,0.223606798,1.700619082,1.242521488,1.806421295,1.809655713,1.194529441,1.097578408
JUSTIFIABLENESS,1.928571429,0,0,1.714285714,0,1.714285714,0.263157895,0.315789474,2.842105263,2.736842105,0.421052632,2.129076568,0,0,2.054210364,0,1.977899874,0.933458638,0.820069887,2.167004022,1.910267732,1.304513084
KNEED,0.7,0.25,3.25,1.3,0.45,2.8,2.647058824,2.411764706,0.941176471,0.294117647,1.352941176,1.301820588,0.638666374,1.831737743,1.688973528,0.998683344,2.092593455,2.316818305,2.399448466,1.477776549,0.771743633,1.966633433
LAPSING,2.176470588,0.411764706,0.764705882,1.529411765,0.411764706,3.235294118,0.947368421,1.157894737,2.421052632,1.631578947,0.789473684,1.810914621,1.003669737,1.347655917,1.699913493,0.939336437,1.751050105,1.35292622,1.572795031,2.063324972,1.706540566,1.272746259
LARCENIST,1.090909091,0.090909091,0.727272727,0.727272727,0.272727273,4.181818182,0.714285714,2.214285714,1.571428571,0.571428571,0.642857143,1.445997611,0.301511345,1.348399725,1.348399725,0.904534034,1.470930441,1.489892687,2.423556555,2.138089935,1.283881478,1.446860945
LATCHING,1.875,0.0625,3.25,0.25,0.25,3.625,0.35,3.3,1.5,0.55,0.65,1.995828984,0.25,1.843908891,0.774596669,1,1.408308678,0.988086934,1.949358869,1.820930936,1.276302225,1.424411236
LEPRECHAUN,1.722222222,0,0.722222222,0.222222222,0.055555556,3.333333333,0.052631579,0.526315789,1.578947368,0.368421053,0.105263158,1.964555198,0,1.363626461,0.732084498,0.23570226,2.057983022,0.229415734,1.123902974,2.008752777,0.955133866,0.315301768
LICENSEE,0.25,0,0.5625,0.4375,0,2.5,0.45,0.7,1.1,1,0.55,0.683130051,0,1.093541647,1.093541647,0,2,1.394538218,1.525226472,1.651155895,1.716790151,1.316894273
LIP,0.647058824,1.470588235,2.941176471,1.176470588,0.352941176,2.941176471,0,0.5,1.65,4.25,0,1.366618842,1.806849712,1.853057886,1.667156791,1.221739358,1.853057886,0,0.888523317,2.058998223,1.712953743,0
LIST,1.1875,0,0.6875,0.4375,0,4.4375,0.210526316,2.263157895,2.315789474,1.473684211,0.052631579,1.600781059,0,1.352466882,1.209338662,0,0.892094913,0.713282504,1.995609215,1.945154423,1.611363158,0.229415734
LONGTIME,1.0625,0,0.3125,2.5625,0.3125,1.6875,1,1.105263158,2.315789474,1.368421053,1.263157895,1.181453907,0,1.01447852,1.896268265,1.01447852,1.701714821,1.763834207,1.760515608,2.001461454,2.033347713,1.967573386
LOSE,1.333333333,0,0.277777778,2.277777778,0.055555556,2.444444444,0.7,0.75,2.45,0.75,0.7,1.533929978,0,0.95828005,2.080880909,0.23570226,1.947010445,1.260743306,1.251315098,2.163695669,1.164157703,1.260743306
LOW KEY,1.375,0,0.5,1.5625,0,3,0.736842105,1.052631579,1.947368421,1.578947368,0.894736842,1.543804824,0,1.154700538,1.998958062,0,1.932183566,1.484815936,1.682382048,1.747178176,1.835325871,1.728671193
MACHINELIKE,2.5,0.5,2,1.272727273,0.909090909,3.409090909,0.944444444,0.944444444,2.333333333,0.666666667,0.722222222,1.845199692,1.300183137,1.799470822,1.750695595,1.477097892,1.652100853,1.589384721,1.513555309,1.909727421,1.571810496,1.319784098
MAIL,0.55,0,2.65,0.15,0.1,4.3,0.714285714,2.952380952,2.952380952,0.80952381,0.571428571,1.316894273,0,2.058998223,0.670820393,0.447213595,0.97872097,1.309307341,1.716863142,1.883512423,1.327367606,1.075705748
MANGLE,1.066666667,0.066666667,2,1.266666667,0.2,3.466666667,0.842105263,2.526315789,1.894736842,0.842105263,0.947368421,1.279880947,0.25819889,2.236067977,1.624221425,0.560611911,1.807392228,1.344253527,2.220320824,1.791794161,1.572795031,1.682382048
